field,refinement,time_s,radius_cm,coarse_raw,fine_raw,coarse_4dp,fine_4dp
C,time,1508,1.1,2.538349862910001,2.538350627533048,2.5383,2.5384
C,time,1512,1.7,2.2215506159735017,2.2215493934314554,2.2216,2.2215
C,time,1513,2.0,1.5755509016002043,1.575548463546601,1.5756,1.5755
C,time,1520,1.9,1.8479508681694912,1.847948457931841,1.8480,1.8479
C,time,1529,1.9,1.845651834954221,1.8456494282745772,1.8457,1.8456
C,time,1552,0.9,2.547049992808832,2.5470503983390627,2.5470,2.5471
C,time,1552,1.8,2.051851405389895,2.051849446359096,2.0519,2.0518
C,time,1563,1.8,2.0491506837415208,2.0491487240983295,2.0492,2.0491
C,time,1567,1.1,2.536549739871417,2.536550529652359,2.5365,2.5366
C,time,1567,1.9,1.8360521339284166,1.8360497425343048,1.8361,1.8360
C,time,1569,1.9,1.8355516153343854,1.8355492247508887,1.8356,1.8355
C,time,1571,1.9,1.8350515631209778,1.8350491733481897,1.8351,1.8350
C,time,1573,1.9,1.8345519763947096,1.8345495874325066,1.8346,1.8345
C,time,1573,2.0,1.56115053845296,1.5611481329509649,1.5612,1.5611
C,time,1584,1.7,2.205450451451102,2.2054491843643644,2.2055,2.2054
C,time,1587,2.0,1.5578512747556723,1.55784887672658,1.5579,1.5578
C,time,1590,1.0,2.5429498041127867,2.54295041884835,2.5429,2.5430
C,time,1593,0.7,2.54934995472348,2.549350116688728,2.5493,2.5494
C,time,1598,1.1,2.5355497342602114,2.535550535551957,2.5355,2.5356
C,time,1607,1.5,2.4045498368290863,2.4045500056185474,2.4045,2.4046
C,time,1614,2.0,1.5515512384523287,1.5515488548074188,1.5516,1.5515
C,time,1640,1.3,2.4964496454519693,2.4964505192607183,2.4964,2.4965
C,time,1666,0.8,2.5480498378261704,2.5480501495321737,2.5480,2.5481
C,time,1697,1.9,1.8044518392966071,1.8044495009937767,1.8045,1.8044
C,time,1707,1.8,2.014851220262181,2.014849259684353,2.0149,2.0148
C,time,1717,1.9,1.7997510665607674,1.7997487364714844,1.7998,1.7997
C,time,1724,0.8,2.547649781461978,2.5476501226547295,2.5476,2.5477
C,time,1729,1.9,1.7969502080524757,1.7969478828844132,1.7970,1.7969
C,time,1732,1.9,1.7962522680809632,1.7962499441433575,1.7963,1.7962
C,time,1734,1.2,2.514849507900324,2.5148504153060367,2.5148,2.5149
C,time,1735,1.7,2.172750739689183,2.1727493978468124,2.1728,2.1727
C,time,1748,1.3,2.4874492900086707,2.48745010747896,2.4874,2.4875
C,time,1749,1.0,2.5395494490909547,2.539550141433716,2.5395,2.5396
C,time,1753,2.0,1.5203500117594755,1.5203477005059078,1.5204,1.5203
C,time,1758,1.8,2.0031502127879026,2.0031482545058314,2.0032,2.0031
C,time,1761,1.9,1.789551836816964,1.7895495247729785,1.7896,1.7895
C,time,1762,1.7,2.1670512274000604,2.1670498744849143,2.1671,2.1670
C,time,1773,1.8,1.999750964852147,1.9997490074553759,1.9998,1.9997
C,time,1776,1.3,2.4850492614215436,2.4850500633258874,2.4850,2.4851
C,time,1782,1.9,1.7847514349760496,1.7847491315152286,1.7848,1.7847
C,time,1797,1.8,1.9943512422072056,1.9943492864088965,1.9944,1.9943
C,time,1798,1.0,2.5383496098162497,2.5383503218100247,2.5383,2.5384
C,time,1799,2.0,1.5104521250489866,1.5104498369889285,1.5105,1.5104
C,space,174,2.0,2.1590500893119797,2.1590499413976585,2.1591,2.1590
C,space,1346,1.8,2.104750026947636,2.1047499991456218,2.1048,2.1047
